row_id,case_id,annotator_id,timestamp_utc,faithfulness,answer_relevance,entity_consistency,calibration,overall_pass,notes
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE@v24_r3:A_late_only,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE,nico,2026-08-16T14:31:12.986659+00:00,5,10,9,3,1,"Consumption split (62/23/15) and figures (79/D, 118 576 DH, ≈28 000 elec) match FORSKNINGEN across blocks. faith 5 / calib 3: asserts ""venttyp FTX = Ja"", ""currently none"" for PV, and the electricity figure — all inside its own unconfirmed list; case 55 even reports ""ventgrupp godkänd: Nej"" for this building, so the FTX claim is doubly doubtful."
COMB_001@v24_r1:A_full,COMB_001,nico,2026-08-16T14:31:12.986659+00:00,7,10,,6,1,"Entity blank: no evidence retrieved, none invented — correct behaviour, and the advice is sound. faith 7 for a concrete error: it calls epc_egenatemp ""the total heated volume"" — Atemp is heated floor AREA — plus raw schema names (epc_egienergiklass, epc_egenatemp) leaked into user-facing prose. calib 6 for presenting field jargon as if the user knew it."
EKR_GEN_005@v24_r1:A_open,EKR_GEN_005,nico,2026-08-16T14:31:12.986659+00:00,9,10,,6,1,"Entity blank: definitional question. Accurate on Swedish specifics (accredited inspector, ten-year validity, A–G scale, recommended-measures list). calib 6 for the irrelevant building-data note and one schema-name leak."
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE@v24_r3:A_open,BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,2,10,0,1,0,"Full swap (named HAELSAN, answers RAEFSAN) escalated by invented personal detail: ""your detached house in Motala"". Coherent RAEFSAN figures do not rescue a confidently personalised misattribution. faith 2, calib 1."
EKR_GEN_024@v24_r2:A_late_only,EKR_GEN_024,nico,2026-08-16T14:31:12.986659+00:00,9,10,,6,1,"Entity blank: generic EV question. Accurate and complete (static vs dynamic balancing, priority schemes, BMS integration). calib 6 only for the irrelevant trailing building-data note."
BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING@v24_r2:A_full,BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING,nico,2026-08-16T14:31:12.986659+00:00,8,10,9,7,1,"""ElDirekt"" matches this building's record in cases 42/45/59. entity 9: nothing foreign, but no ID restated and no figures offered. calib 7: flat ""No district heating, gas, oil, biomass or heat-pump systems"" universal."
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE@v24_r1:A_full,BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,8,10,10,8,1,"HAELSAN 155-family quoted consistently (155/E, primary 110, DH) and honestly version-stamped ""(2010 version)"". faith 8 not 9 for exactly one reason: it still calls the 2010 certificate ""latest"" while case 48 attests a 2019 HAELSAN cert (v2.6, approved 2019-06-02) — the currency claim is contested within the form."
EKR_GEN_023@v24_r1:A_open,EKR_GEN_023,nico,2026-08-16T14:31:12.986659+00:00,8,10,,6,1,"Entity blank: generic. 22 kW is a defensible conventional boundary and the DC 50–350 kW range is right. faith 8: ""industry consensus"" overstates, and the ""on AC still up to ~43 kW"" aside muddies its own definition. calib 6."
BRF_ODEN_01_TULEGATAN_5A_002_PERFORMANCE@v24_r3:A_late_only,BRF_ODEN_01_TULEGATAN_5A_002_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,6,10,7,7,1,"Headline correct for LEOPARDEN (190/E; Flis wood-chip matches case 48), but ""total ≈158 000 kWh"" equals FILOSOFEN2-2's 158 134 — a foreign total presented as this building's. faith 6, entity 7 for that one borrowed figure. pass 1 on the strength of the asked-for headline."
BRF_ODEN_10_RADMANSGATAN_31_001_HEATING@v24_r2:A_open,BRF_ODEN_10_RADMANSGATAN_31_001_HEATING,nico,2026-08-16T14:31:12.986659+00:00,3,10,0,2,0,"Full swap: named RAEFSAN, answers ""your property (byggnadsid 17-81-BONDEN9-1)"". The substance (A2W HP, no DH) happens to be true of both buildings, so the user would never notice — which is precisely why entity 0 and pass 0: the pipeline got the right answer by coincidence, not by grounding."
DEMO_EXTRA_GEN_005@v24_r2:A_open,DEMO_EXTRA_GEN_005,nico,2026-08-16T14:31:12.986659+00:00,8,10,,6,1,Entity blank: generic. The 5 %-per-degree rule is the standard planning figure and the SEK example is framed as illustrative; temperature ranges are sensible. calib 6 for the irrelevant trailing note.
BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE@v24_r2:A_open,BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE,nico,2026-08-16T14:31:12.986659+00:00,5,10,9,4,1,"G-class figures match the record (108 vs reference 55, 23 445 elec heating, 115 DHW). faith 5: asserts ""ventilation ... not approved for heat recovery (no FTX)"" against its own unconfirmed list, the ""95 %"" split is really ≈100 %, and ""0.5 L/m²·yr"" garbles a kWh figure (case 45 has it as kWh). calib 4: one disclaimed assertion, otherwise framed as recommendations."
EKR_GEN_020@v24_r1:A_open,EKR_GEN_020,nico,2026-08-16T14:31:12.986659+00:00,9,10,,6,1,"Entity blank: generic. Clean, accurate nätavtal vs elhandelsavtal split including pricing structures and switching rules. calib 6 for the boilerplate note only."
COMB_001@v24_r3:A_open,COMB_001,nico,2026-08-16T14:31:12.986659+00:00,8,10,,8,1,"Entity blank: no evidence. Best calibration in the form: opens ""Even without specific EPC data"", stays generic, invents nothing, and the trailing note is for once consistent with the answer's own framing."
BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE@v24_r3:A_late_only,BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE,nico,2026-08-16T14:31:12.986659+00:00,5,10,9,3,1,"Same building and figures as case 42, coherent (108/55, 23 445, 0.5 kWh/m² tap water). faith 5 / calib 3: asserts both ""no heat recovery"" and ""no on-site renewables installed"" while ventilation sits on its own unconfirmed list (two disclaimed assertions vs case 42's one). Recommendations themselves fit a G-class ElDirekt building. pass 1."
EKR_GEN_015@v24_r3:A_full,EKR_GEN_015,nico,2026-08-16T14:31:12.986659+00:00,5,8,,5,0,"Entity blank: generic. Conflates the building's EPC class with appliance energy labels — the question is about appliances — and leads with the A+++...A+ tiers retired in 2021; ""30–50 % of total energy use"" asserted without support. rel 8: answers through the wrong lens. pass 0 (changed on review): unlike case 11, where the obsolete label is one item among nine sound ones, here the conflation is the answer's spine — it would actively mislead a shopper."
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_PERFORMANCE@v24_r2:A_open,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,8,10,10,8,1,"FORSKNINGEN answered as itself: 79/D, totals cohere (198 495/91 ≈ 2 181 m² ≈ the 2 184 attested in case 55), DH 118 576 attested. faith 8 not 9 for one reason: the ""under the previous scheme it was classified as C"" claim appears nowhere else in the form and cannot be corroborated."
BRF_ODEN_01_TULEGATAN_5A_002_HEATING@v24_r3:A_full,BRF_ODEN_01_TULEGATAN_5A_002_HEATING,nico,2026-08-16T14:31:12.986659+00:00,7,9,5,5,0,"Accurate neutral listing (LEOPARDEN: Flis, EPC 2.0 2012-02-03, DH 0; HAELSAN: DH 819 500, v2.6 2019-06-02 — all attested), the named building's correct data present, then punts with ""let me know which Building ID"". Scored identically to case 9, which has the same shape: faith 7, rel 9 (topic addressed for both candidates), entity 5 (labeled, asks, never attributes), calib 5 (asks despite the system's resolution). pass 0."
DEMO_EXTRA_GEN_006@v24_r1:A_open,DEMO_EXTRA_GEN_006,nico,2026-08-16T14:31:12.986659+00:00,8,10,,6,1,Entity blank: generic. Strong framework (audit → no-regret → maintenance cycles → roadmap → subsidies) with plausible Swedish program names. calib 6 for the boilerplate note.
BRF_ODEN_01_TULEGATAN_5A_001_HEATING@v24_r1:A_open,BRF_ODEN_01_TULEGATAN_5A_001_HEATING,nico,2026-08-16T14:31:12.986659+00:00,9,10,10,8,1,"HAELSAN answered as HAELSAN: DH 819 500/161 300 matches the 2019-cert family (case 48's approval date corroborates). faith 9: unlike its sibling heating blocks it makes no ""no other fuel types"" universal and time-stamps the figures (""In 2019"") instead of claiming currency — nothing overclaimed at all."
BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE@v24_r1:A_open,BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,3,10,0,2,0,"Full swap: named BONDEN, answers RAEFSAN (75/C, v3.0 2024) as ""your building"". Coherent record, false attribution. entity 0, calib 2."
BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE@v24_r2:A_full,BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,9,10,10,8,1,"Exactly the asked figures for the named BONDEN (109/D, 2019 cert, A2W HP) and nothing more — the most cleanly scoped building answer in the form; brevity here is a virtue, not an omission."
EKR_GEN_021@v24_r3:A_full,EKR_GEN_021,nico,2026-08-16T14:31:12.986659+00:00,9,10,,6,1,"Entity blank: definitional. Textbook-accurate (sensors → controllers → actuators → protocols → HMI, with BACnet/Modbus/KNX correctly placed). calib 6 for the trailing note."
BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE@v24_r2:A_late_only,BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,7,10,10,8,1,"All figures match RAEFSAN and reconcile (171x42≈7 171). faith 7: calls 75 ""specific energy use"" and 42 ""specific delivered energy"" — 75 is the primary-energy figure (energiprestanda), so one label is wrong although both numbers are right."
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE@v24_r2:A_late_only,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE,nico,2026-08-16T14:31:12.986659+00:00,5,10,9,4,1,"Figures match FORSKNINGEN (79/D, 2 184 m², 45 056 DHW, 28 048 elec; breakdown nearly sums: 197 608 vs 198 495), but space-heating DH is given as 124 504 where cases 23/31/47 attest 118 576, and ""≈75 kWh/m² target for new school buildings"" is an unsupported external benchmark. The ""ventgrupp godkänd: Nej"" citation also contradicts the unconfirmed-ventilation note. faith 5, calib 4."
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_HEATING@v24_r2:A_open,BRF_ODEN_08_PROFESSORSSLINGAN_49_001_HEATING,nico,2026-08-16T14:31:12.986659+00:00,8,10,9,7,1,"DH Stockholm 59 545/66 600 matches the FILOSOFEN2-2 family (cases 30/57). entity 9: no ID restated. calib 7 for the flat ""No other heating sources"" universal."
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_PERFORMANCE@v24_r1:A_open,BRF_ODEN_08_PROFESSORSSLINGAN_49_001_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,9,10,10,8,1,"FILOSOFEN2-2 answered as itself; 53 primary/B vs 59 delivered correctly distinguished, and both totals imply the same ≈2 680 m² area (158 134/59 and 141 973/53) — the most internally coherent block in the form, with no universals and no contested currency claims. faith 9 to match that."
EKR_GEN_025@v24_r3:A_open,EKR_GEN_025,nico,2026-08-16T14:31:12.986659+00:00,5,10,,7,1,"Entity blank: generic. Useful map of real programs, but the ROT guidance is wrong: ROT covers labour on a member's own dwelling and a BRF cannot claim or pass it on for association envelope work; program percentages stated more precisely than supportable. calib 7: repeatedly tells the reader rules change and to verify with Skatteverket/Boverket — that hedging is why it still passes."
BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING@v24_r3:A_open,BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING,nico,2026-08-16T14:31:12.986659+00:00,8,10,9,7,1,"ElDirekt with 23 445 + 115 kWh matches cases 36/42/45. ""100 % ... electric resistance heaters"" is flat but consistent with the record. entity 9: no ID restated."
BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE@v24_r1:A_full,BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,8,10,10,8,1,"Fullest BONDEN block and internally tight (109x280≈30 552 primary, 82x280≈22 914). faith 8 not 9: ""Rådmansgatan 31, Kristinehamn"" — the same street address appears under three different buildings in three cities across the form, so the address looks copied rather than retrieved."
EKR_GEN_020@v24_r3:A_full,EKR_GEN_020,nico,2026-08-16T14:31:12.986659+00:00,9,10,,6,1,"Entity blank: generic. Accurate and more detailed than case 43 on the same question (capacity fees, Nord Pool, why both contracts are needed). calib 6 for the boilerplate note."
EKR_GEN_011@v24_r1:A_full,EKR_GEN_011,nico,2026-08-16T14:31:12.986659+00:00,8,10,,7,1,"Entity blank: generic. Fair advantage list with honest scope-limiting (""may not fully replace mechanical in all climates"") and the hybrid-ventilation caveat; nothing invented."
BRF_ODEN_01_TULEGATAN_5A_001_PERFORMANCE@v24_r2:A_open,BRF_ODEN_01_TULEGATAN_5A_001_PERFORMANCE,nico,2026-08-16T14:31:12.986659+00:00,5,9,4,4,0,"Dumps LEOPARDEN and HAELSAN (""Tulegatan 5A"" duplicated across cities again) with no designation and no ask. entity 4 not 3: unlike cases 2/12/13/20 it never falsely claims both buildings are the user's — but unlike 9/48 it doesn't even flag the ambiguity, hence calib 4, the lowest of the dump blocks. faith 5 for the duplicated address on otherwise-attested figures. pass 0: the user cannot tell which figures are theirs."
BRF_ODEN_09_PROFESSORSSLINGAN_53_001_HEATING@v24_r2:A_full,BRF_ODEN_09_PROFESSORSSLINGAN_53_001_HEATING,nico,2026-08-16T14:31:12.986659+00:00,8,10,9,7,1,"DH 53 777/58 800 with class B/60 reconciles with case 17's totals for FILOSOFEN2-4 (112 577 + electricity ≈ 149 478). entity 9: no ID restated. calib 7 for the flat ""No other heating sources"" line."
